adress_id,bezeichnung,latitude,longitude,service_id,service_kfz_parkplaetze_fuer_behinderte,service_hilfen_fuer_gehbehinderte,service_hilfen_fuer_sehbehinderte,service_hilfen_fuer_gehoerlose_und_schwerhoerige_menschen,service_bezeichnung,service_anzeigename,service_beschreibung,service_kurzbeschreibung,besondere_angebote,sonstige_angebote,altersgruppe,weitere_informationen,
1058591,"Spielplatz ""Gietlstr., Ecke Aignerstr.""",48.11714669633796,11.57854771181382,1058592,Nein,Nein,Nein,Nein,"Spielplatz ""Gietlstr., Ecke Aignerstr.""","Spielplatz ""Gietlstr., Ecke Aignerstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058593,"Spielplatz ""Kistlerstr., Ecke Silberhornstr.""",48.115336661739256,11.577904410265418,1058594,Nein,Nein,Nein,Nein,"Spielplatz ""Kistlerstr., Ecke Silberhornstr.""","Spielplatz ""Kistlerstr., Ecke Silberhornstr.""",,,"Bolzplatz
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058595,"Spielplatz ""Herzogstandstr., Ecke Kesselbergstr., ""Louisoder-Spielplatz""""",48.11386441975176,11.581099329733016,1058596,Nein,Nein,Nein,Nein,"Spielplatz ""Herzogstandstr., Ecke Kesselbergstr., ""Louisoder-Spielplatz""""","Spielplatz ""Herzogstandstr., Ecke Kesselbergstr., ""Louisoder-Spielplatz""""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058597,"Spielplatz ""Walchenseeplatz""",48.11258658713271,11.583365862508728,1058598,Nein,Nein,Nein,Nein,"Spielplatz ""Walchenseeplatz""","Spielplatz ""Walchenseeplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058599,"Spielplatz ""Balanpark, Oggersheimer Str., Ecke Ruppertsberger Str.""",48.114112760250855,11.600355838187669,1058600,Nein,Nein,Nein,Nein,"Spielplatz ""Balanpark, Oggersheimer Str., Ecke Ruppertsberger Str.""","Spielplatz ""Balanpark, Oggersheimer Str., Ecke Ruppertsberger Str.""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058601,"Spielplatz ""Kollosseumskeller, ggü. Willramstr 3, Balanstr.""",48.11425894212627,11.603618188883377,1058602,Nein,Nein,Nein,Nein,"Spielplatz ""Kollosseumskeller, ggü. Willramstr 3, Balanstr.""","Spielplatz ""Kollosseumskeller, ggü. Willramstr 3, Balanstr.""",,,,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058603,"Spielplatz ""Grünstädter Platz""",48.111749836681504,11.601032168276221,1058604,Nein,Nein,Nein,Nein,"Spielplatz ""Grünstädter Platz""","Spielplatz ""Grünstädter Platz""",,,Rodelhügel,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058605,"Spielplatz ""Perlacher Str., ggü. Nr. 51 """,48.11059054241226,11.583502834245431,1058606,Nein,Nein,Nein,Nein,"Spielplatz ""Perlacher Str., ggü. Nr. 51 ""","Spielplatz ""Perlacher Str., ggü. Nr. 51 """,,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058607,"Spielplatz ""Weißenseestr., Freizeitpark West""",48.10766734576411,11.585903219179821,1058608,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenseestr., Freizeitpark West""","Spielplatz ""Weißenseestr., Freizeitpark West""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058609,"Spielplatz ""Weißenseestr., Freizeitpark Mitte""",48.10792296632038,11.586962006176032,1058610,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenseestr., Freizeitpark Mitte""","Spielplatz ""Weißenseestr., Freizeitpark Mitte""",,,"Bolzplatz
Rodelhügel
Sommerstockbahn
Streetball",,"Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058611,"Spielplatz ""Weißenseestr., Freizeitpark Ost""",48.10717167803401,11.588122835571863,1058612,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenseestr., Freizeitpark Ost""","Spielplatz ""Weißenseestr., Freizeitpark Ost""",,,,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058613,"Spielplatz ""Untersbergstr., ggü. Nr. 75, ""Katzenbuckel""""",48.1070554014514,11.583303077048438,1058614,Nein,Nein,Nein,Nein,"Spielplatz ""Untersbergstr., ggü. Nr. 75, ""Katzenbuckel""""","Spielplatz ""Untersbergstr., ggü. Nr. 75, ""Katzenbuckel""""",,,"Bolzplatz
Rodelhügel
Dirtbike
Fitness Parcours",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058615,"Spielplatz ""Hohenschwangauplatz, im östl. Teil""",48.10356732602448,11.593750724214818,1058616,Nein,Nein,Nein,Nein,"Spielplatz ""Hohenschwangauplatz, im östl. Teil""","Spielplatz ""Hohenschwangauplatz, im östl. Teil""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058617,"Spielplatz ""Paulsdorfferstr., ggü. Nr. 97""",48.105737205357634,11.60217970575348,1058618,Nein,Nein,Nein,Nein,"Spielplatz ""Paulsdorfferstr., ggü. Nr. 97""","Spielplatz ""Paulsdorfferstr., ggü. Nr. 97""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058619,"Spielplatz ""Loehleplatz""",48.11715975738789,11.612997418094704,1058620,Nein,Nein,Nein,Nein,"Spielplatz ""Loehleplatz""","Spielplatz ""Loehleplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058621,"Spielplatz ""ehem. Gartenschaugelände, Wilramstr. - Hohenaschauerstr.""",48.11483931608561,11.607642767948844,1058622,Nein,Nein,Nein,Nein,"Spielplatz ""ehem. Gartenschaugelände, Wilramstr. - Hohenaschauerstr.""","Spielplatz ""ehem. Gartenschaugelände, Wilramstr. - Hohenaschauerstr.""",,,"Bolzplatz
Streetball",,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058623,"Spielplatz ""ehem. Gartenschaugelände, Ecke Wilramstr. - Rosenheimer Str.""",48.11515142890319,11.612166373012505,1058624,Nein,Nein,Nein,Nein,"Spielplatz ""ehem. Gartenschaugelände, Ecke Wilramstr. - Rosenheimer Str.""","Spielplatz ""ehem. Gartenschaugelände, Ecke Wilramstr. - Rosenheimer Str.""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058625,"Spielplatz ""Kirchseeoner Str., Ecke Aribonenstraße""",48.11535924063739,11.615132897713888,1058626,Nein,Nein,Nein,Nein,"Spielplatz ""Kirchseeoner Str., Ecke Aribonenstraße""","Spielplatz ""Kirchseeoner Str., Ecke Aribonenstraße""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058627,"Spielplatz ""Normannenplatz, Höhe Muspelheimplatz""",48.15526034662528,11.61978123346125,1058628,Nein,Nein,Nein,Nein,"Spielplatz ""Normannenplatz, Höhe Muspelheimplatz""","Spielplatz ""Normannenplatz, Höhe Muspelheimplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058629,"Spielplatz ""Redlingerplatz""",48.11620188802302,11.627979576654301,1058630,Nein,Nein,Nein,Nein,"Spielplatz ""Redlingerplatz""","Spielplatz ""Redlingerplatz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058631,"Spielplatz ""Thierseestr., ggü. Nr.27, Wendehammer Süd""",48.11248015824905,11.620190426157283,1058632,Nein,Nein,Nein,Nein,"Spielplatz ""Thierseestr., ggü. Nr.27, Wendehammer Süd""","Spielplatz ""Thierseestr., ggü. Nr.27, Wendehammer Süd""",,,Bolzplatz,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058633,"Spielplatz ""Sonnenhof, über Bernauer Str.""",48.11267145165578,11.610157142527356,1058634,Nein,Nein,Nein,Nein,"Spielplatz ""Sonnenhof, über Bernauer Str.""","Spielplatz ""Sonnenhof, über Bernauer Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058635,"Spielplatz ""Kagerstr., ggü. Nr. 2""",48.11032661575535,11.605595579570123,1058636,Nein,Nein,Nein,Nein,"Spielplatz ""Kagerstr., ggü. Nr. 2""","Spielplatz ""Kagerstr., ggü. Nr. 2""",,,Rodelhügel,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058637,"Spielplatz ""Chiemgaustr., Ecke Hohenaschauerstr.""",48.110172889429364,11.610632592764103,1058638,Nein,Nein,Nein,Nein,"Spielplatz ""Chiemgaustr., Ecke Hohenaschauerstr.""","Spielplatz ""Chiemgaustr., Ecke Hohenaschauerstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058639,"Spielplatz ""Langbürgenerstr., BAB""",48.11055143057771,11.613543831072462,1058640,Nein,Nein,Nein,Nein,"Spielplatz ""Langbürgenerstr., BAB""","Spielplatz ""Langbürgenerstr., BAB""",,,Rodelhügel,,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058641,"Spielplatz ""Görzerstr., ggü. Nr. 74 """,48.1059672851482,11.608958976168172,1058642,Nein,Nein,Nein,Nein,"Spielplatz ""Görzerstr., ggü. Nr. 74 ""","Spielplatz ""Görzerstr., ggü. Nr. 74 """,,,Rodelhügel,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058643,"Spielplatz ""Adam-Berg-Str., neben Nr. 210""",48.10669933987199,11.623522808795219,1058644,Nein,Nein,Nein,Nein,"Spielplatz ""Adam-Berg-Str., neben Nr. 210""","Spielplatz ""Adam-Berg-Str., neben Nr. 210""",,,Bolzplatz,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058645,"Spielplatz ""Am Graben, ggü. Nr. 23""",48.10973296658613,11.629946505909777,1058646,Nein,Nein,Nein,Nein,"Spielplatz ""Am Graben, ggü. Nr. 23""","Spielplatz ""Am Graben, ggü. Nr. 23""",,,,Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058647,"Spielplatz ""Ostpark West, südl. Michaelibad""",48.11520532556966,11.63412436502066,1058648,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark West, südl. Michaelibad""","Spielplatz ""Ostpark West, südl. Michaelibad""",,,"Bolzplatz
Skateanlage
Streetball",Hockeyplatz,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058649,"Spielplatz ""Ostpark Mitte, Feichtstr.""",48.113501452105254,11.638514544313837,1058650,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark Mitte, Feichtstr.""","Spielplatz ""Ostpark Mitte, Feichtstr.""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058651,"Spielplatz ""Ostpark, östl. Gaststätte, Rodelhügel""",48.11549076495035,11.639078116912552,1058652,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark, östl. Gaststätte, Rodelhügel""","Spielplatz ""Ostpark, östl. Gaststätte, Rodelhügel""",,,Rodelhügel,,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058653,"Spielplatz ""Ostpark Theatron""",48.1124782674188,11.642053666471982,1058654,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark Theatron""","Spielplatz ""Ostpark Theatron""",,,"Bodenschach
Bolzplatz
Sommerstockbahn",,"Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058655,"Spielplatz ""Ostpark Ost""",48.110993959659794,11.644830353617694,1058656,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark Ost""","Spielplatz ""Ostpark Ost""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058657,"Spielplatz ""Wildalpjochplatz""",48.11619117294193,11.644512558770117,1058658,Nein,Nein,Nein,Nein,"Spielplatz ""Wildalpjochplatz""","Spielplatz ""Wildalpjochplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058659,"Spielplatz ""Achenseeplatz, im östlichen Teil""",48.11586044635176,11.651055430743487,1058660,Nein,Nein,Nein,Nein,"Spielplatz ""Achenseeplatz, im östlichen Teil""","Spielplatz ""Achenseeplatz, im östlichen Teil""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058661,"Spielplatz ""Unnützstraße, Ecke Bajuwarenstr.""",48.11600029900013,11.65269299607531,1058662,Nein,Nein,Nein,Nein,"Spielplatz ""Unnützstraße, Ecke Bajuwarenstr.""","Spielplatz ""Unnützstraße, Ecke Bajuwarenstr.""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058663,"Spielplatz ""Feldbergstr., nördlich Haus-Nr. 49""",48.11409366305001,11.66481960699229,1058664,Nein,Nein,Nein,Nein,"Spielplatz ""Feldbergstr., nördlich Haus-Nr. 49""","Spielplatz ""Feldbergstr., nördlich Haus-Nr. 49""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058665,"Spielplatz ""Corinthstr., südlich Gedenkkapelle""",48.11148741402747,11.650319518192713,1058666,Nein,Nein,Nein,Nein,"Spielplatz ""Corinthstr., südlich Gedenkkapelle""","Spielplatz ""Corinthstr., südlich Gedenkkapelle""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058667,"Spielplatz ""Karl-Marx-Ring, südlich Haus-Nr. 49""",48.1092764073525,11.6567533915544,1058668,Nein,Nein,Nein,Nein,"Spielplatz ""Karl-Marx-Ring, südlich Haus-Nr. 49""","Spielplatz ""Karl-Marx-Ring, südlich Haus-Nr. 49""",,,"Bolzplatz
Skateanlage",,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058669,"Spielplatz ""Hugo-Lang-Bogen, östlich - Höhe Kneippstr.""",48.10614686199304,11.66289728960271,1058670,Nein,Nein,Nein,Nein,"Spielplatz ""Hugo-Lang-Bogen, östlich - Höhe Kneippstr.""","Spielplatz ""Hugo-Lang-Bogen, östlich - Höhe Kneippstr.""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058671,"Spielplatz ""Friedenspromenade, Ecke Solalindenstr.""",48.11476277573704,11.678701975727547,1058672,Nein,Nein,Nein,Nein,"Spielplatz ""Friedenspromenade, Ecke Solalindenstr.""","Spielplatz ""Friedenspromenade, Ecke Solalindenstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058673,"Spielplatz ""Friedenspromenade, Ecke Florastr.""",48.11739098429127,11.682714852898464,1058674,Nein,Nein,Nein,Nein,"Spielplatz ""Friedenspromenade, Ecke Florastr.""","Spielplatz ""Friedenspromenade, Ecke Florastr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058675,"Spielplatz ""Adlerstr., Ecke Rotkehlchenweg""",48.116343726491536,11.70138968113495,1058676,Nein,Nein,Nein,Nein,"Spielplatz ""Adlerstr., Ecke Rotkehlchenweg""","Spielplatz ""Adlerstr., Ecke Rotkehlchenweg""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058677,"Spielplatz ""Wasserburger Landstr., ggü. Nr. 203, westlich Häherweg""",48.11428780937551,11.69930649459059,1058678,Nein,Nein,Nein,Nein,"Spielplatz ""Wasserburger Landstr., ggü. Nr. 203, westlich Häherweg""","Spielplatz ""Wasserburger Landstr., ggü. Nr. 203, westlich Häherweg""",,,Streetball,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058679,"Spielplatz ""Am Hochstand, ggü. Haus-Nr. 30""",48.11122584209016,11.697699392271982,1058680,Nein,Nein,Nein,Nein,"Spielplatz ""Am Hochstand, ggü. Haus-Nr. 30""","Spielplatz ""Am Hochstand, ggü. Haus-Nr. 30""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058681,"Spielplatz ""Graf-Spee-Platz""",48.10892806189484,11.699431696606984,1058682,Nein,Nein,Nein,Nein,"Spielplatz ""Graf-Spee-Platz""","Spielplatz ""Graf-Spee-Platz""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058683,"Spielplatz ""In der Heuluss, Ecke Tsingtauer Str,""",48.105851418875716,11.702551411096167,1058684,Nein,Nein,Nein,Nein,"Spielplatz ""In der Heuluss, Ecke Tsingtauer Str,""","Spielplatz ""In der Heuluss, Ecke Tsingtauer Str,""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058685,"Spielplatz ""In der Heuluss, im südlichen Teil""",48.103221396588715,11.704513479307536,1058686,Nein,Nein,Nein,Nein,"Spielplatz ""In der Heuluss, im südlichen Teil""","Spielplatz ""In der Heuluss, im südlichen Teil""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058687,"Spielplatz ""Kurt-Eisner-Str., ggü. Haus-Nr. 27, Brittingweg""",48.10330047871955,11.65531612516656,1058688,Nein,Nein,Nein,Nein,"Spielplatz ""Kurt-Eisner-Str., ggü. Haus-Nr. 27, Brittingweg""","Spielplatz ""Kurt-Eisner-Str., ggü. Haus-Nr. 27, Brittingweg""",,,,,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058689,"Spielplatz ""Adenauerring, Quiddestr.""",48.10279469648379,11.637058814106709,1058690,Nein,Nein,Nein,Nein,"Spielplatz ""Adenauerring, Quiddestr.""","Spielplatz ""Adenauerring, Quiddestr.""",,,"Bolzplatz
Streetball",Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058691,"Spielplatz ""Dellauer Weg, ggü. Nr. 81""",48.10544913305393,11.618026578768324,1058692,Nein,Nein,Nein,Nein,"Spielplatz ""Dellauer Weg, ggü. Nr. 81""","Spielplatz ""Dellauer Weg, ggü. Nr. 81""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058693,"Spielplatz ""Freizeitanlage Ständlerstr. Süd, östl. Görzerstr. 78 / Freizeitpark Görzerstr.""",48.10493884749781,11.610672062176603,1058694,Nein,Nein,Nein,Nein,"Spielplatz ""Freizeitanlage Ständlerstr. Süd, östl. Görzerstr. 78 / Freizeitpark Görzerstr.""","Spielplatz ""Freizeitanlage Ständlerstr. Süd, östl. Görzerstr. 78 / Freizeitpark Görzerstr.""",,,"Bolzplatz
Rodelhügel
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058695,"Spielplatz ""Theodor-Heuss-Platz""",48.10189101908298,11.641415428561327,1058696,Nein,Nein,Nein,Nein,"Spielplatz ""Theodor-Heuss-Platz""","Spielplatz ""Theodor-Heuss-Platz""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058697,"Spielplatz ""Annette-Kolb-Anger, westl.""",48.101183043316986,11.656995147598728,1058698,Nein,Nein,Nein,Nein,"Spielplatz ""Annette-Kolb-Anger, westl.""","Spielplatz ""Annette-Kolb-Anger, westl.""",,,Skateanlage,Spielzentrum, Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/
1058699,"Spielplatz ""Mathias-Schmid-Weg, Ecke Langkostr.""",48.09598611764119,11.634045705579709,1058700,Nein,Nein,Nein,Nein,"Spielplatz ""Mathias-Schmid-Weg, Ecke Langkostr.""","Spielplatz ""Mathias-Schmid-Weg, Ecke Langkostr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058701,"Spielplatz ""Alfred-Pongratz-Weg, ggü. Nr.6""",48.095709081317835,11.63744422650147,1058702,Nein,Nein,Nein,Nein,"Spielplatz ""Alfred-Pongratz-Weg, ggü. Nr.6""","Spielplatz ""Alfred-Pongratz-Weg, ggü. Nr.6""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058703,"Spielplatz ""Helmut-Käutner-Str., ggü. Nr. 21""",48.09441924956743,11.644890615051173,1058704,Nein,Nein,Nein,Nein,"Spielplatz ""Helmut-Käutner-Str., ggü. Nr. 21""","Spielplatz ""Helmut-Käutner-Str., ggü. Nr. 21""",,,,,Schulkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058705,"Spielplatz ""Kasperlmühlstr., ggü. Naus-Nr. 14""",48.094221107406476,11.647724597715236,1058706,Nein,Nein,Nein,Nein,"Spielplatz ""Kasperlmühlstr., ggü. Naus-Nr. 14""","Spielplatz ""Kasperlmühlstr., ggü. Naus-Nr. 14""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058707,"Spielplatz ""Perlachpark, im Nordteil, Gustav-Heinemann-Ring""",48.08821660343369,11.637147796831561,1058708,Nein,Nein,Nein,Nein,"Spielplatz ""Perlachpark, im Nordteil, Gustav-Heinemann-Ring""","Spielplatz ""Perlachpark, im Nordteil, Gustav-Heinemann-Ring""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058709,"Spielplatz ""Perlachpark, im Südostteil, Gustav-Heinemann-Ring""",48.08582376181789,11.636963260142856,1058710,Nein,Nein,Nein,Nein,"Spielplatz ""Perlachpark, im Südostteil, Gustav-Heinemann-Ring""","Spielplatz ""Perlachpark, im Südostteil, Gustav-Heinemann-Ring""",,,"Bolzplatz
Streetball",,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058711,"Spielplatz ""Perlachpark, im Westteil, Gustav-Heinemann-Ring""",48.087871130248786,11.635968990692817,1058712,Nein,Nein,Nein,Nein,"Spielplatz ""Perlachpark, im Westteil, Gustav-Heinemann-Ring""","Spielplatz ""Perlachpark, im Westteil, Gustav-Heinemann-Ring""",,,Rodelhügel,,Schulkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058713,"Spielplatz ""Echopark Süd, Max-Reinhard-Weg""",48.09308626163383,11.638482890793949,1058714,Nein,Nein,Nein,Nein,"Spielplatz ""Echopark Süd, Max-Reinhard-Weg""","Spielplatz ""Echopark Süd, Max-Reinhard-Weg""",,,,,Schulkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058715,"Spielplatz ""Echopark West, Max-Reinhard-Weg               """,48.093678972637555,11.638210251216915,1058716,Nein,Nein,Nein,Nein,"Spielplatz ""Echopark West, Max-Reinhard-Weg               ""","Spielplatz ""Echopark West, Max-Reinhard-Weg               """,,,Streetball,Tischtennis,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058717,"Spielplatz ""Echopark Süd-Ost, Max-Reinhard-Weg""",48.093321771240184,11.639018223219345,1058718,Nein,Nein,Nein,Nein,"Spielplatz ""Echopark Süd-Ost, Max-Reinhard-Weg""","Spielplatz ""Echopark Süd-Ost, Max-Reinhard-Weg""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058719,"Spielplatz ""Sulzkogelstr., ggü. Hausnr. 6""",48.094905379927305,11.653908820169095,1058720,Nein,Nein,Nein,Nein,"Spielplatz ""Sulzkogelstr., ggü. Hausnr. 6""","Spielplatz ""Sulzkogelstr., ggü. Hausnr. 6""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058721,"Spielplatz ""Oskar-Maria-Graf-Ring, westlich Nr. 33""",48.09564826118696,11.661784384807701,1058722,Nein,Nein,Nein,Nein,"Spielplatz ""Oskar-Maria-Graf-Ring, westlich Nr. 33""","Spielplatz ""Oskar-Maria-Graf-Ring, westlich Nr. 33""",,,Bolzplatz,,"Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058723,"Spielplatz ""Kosegartenplatz""",48.08687928462618,11.670969298286785,1058724,Nein,Nein,Nein,Nein,"Spielplatz ""Kosegartenplatz""","Spielplatz ""Kosegartenplatz""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058725,"Spielplatz ""Waldheimplatz, Höhe Salzmannstr.""",48.08269403061457,11.672968934761027,1058726,Nein,Nein,Nein,Nein,"Spielplatz ""Waldheimplatz, Höhe Salzmannstr.""","Spielplatz ""Waldheimplatz, Höhe Salzmannstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058727,"Spielplatz ""Waldheimplatz, Höhe Rübezahlstr.""",48.081955511968296,11.672597803531204,1058728,Nein,Nein,Nein,Nein,"Spielplatz ""Waldheimplatz, Höhe Rübezahlstr.""","Spielplatz ""Waldheimplatz, Höhe Rübezahlstr.""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058729,"Spielplatz ""Bennigsenstr., Friedrich-Eckart-Str.""",48.17742909841222,11.636546700807841,1058730,Nein,Nein,Nein,Nein,"Spielplatz ""Bennigsenstr., Friedrich-Eckart-Str.""","Spielplatz ""Bennigsenstr., Friedrich-Eckart-Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058731,"Spielplatz ""Riemer Feld""",48.14752887443433,11.664064816514024,1058732,Nein,Nein,Nein,Nein,"Spielplatz ""Riemer Feld""","Spielplatz ""Riemer Feld""",,,"Bolzplatz
Rodelhügel",,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058733,"Spielplatz ""Säntisstraße 38-55""",48.11520337982466,11.65385335488239,1058734,Nein,Nein,Nein,Nein,"Spielplatz ""Säntisstraße 38-55""","Spielplatz ""Säntisstraße 38-55""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
