address_id	address_organisation	address_organisationsbereich	bezeichnung	address_strasse	address_hausnummer	address_postleitzahl	address_ort	latitude	longitude	service_id	service_email	service_oeffnungszeiten	service_barrierefreiheit_anmerkung	service_bezeichnung	service_anzeigename	service_beschreibung	service_kurzbeschreibung	gebuehren	betreiber	duschen	wickelraeume
1065637	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Hasenbergl (im U-Bahnhof)"""					48.2134049	11.5553016	1065638	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Hasenbergl (im U-Bahnhof)"""	"Öffentliche Toilette ""Hasenbergl (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065639	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Hauptbahnhof (beim U-Bahnhof - Fernbahn)"""					48.1395313	11.5589048	1065640	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Hauptbahnhof (beim U-Bahnhof - Fernbahn)"""	"Öffentliche Toilette ""Hauptbahnhof (beim U-Bahnhof - Fernbahn)"""			gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Lerchenauer See	Lasallestraße	103	80995	München	48.1993935	11.5361556	 		Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Lerchenauer See"""	"Öffentliche Toilette ""Lerchenauer See"""			gebührenfrei	Landeshauptstadt München	FALSE	FALSE
1065643	Landeshauptstadt München	Kommunalreferat	"Öffentliche Toilette ""Herkomerplatz 1a"""	Herkomerplatz	1a			48.1511641	11.6078098	1065644	office@flowlife.eu	Mo-Fr 7-24, Sa 9-24, So 9-22 Uhr	mit Behinderten-WC	"Öffentliche Toilette ""Herkomerplatz 1a"""	"Öffentliche Toilette ""Herkomerplatz 1a"" (im Restaurant)"	mit Behinderten-WC		gebührenfrei	Privater Betreiber	FALSE	FALSE
1065645	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Holzapfelkreuth (im U-Bahnhof)"""					48.1162994	11.5015709	1065646	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - integriertes Behinderten-WC	"Öffentliche Toilette ""Holzapfelkreuth (im U-Bahnhof)"""	"Öffentliche Toilette ""Holzapfelkreuth (im U-Bahnhof)"""	mit integriertem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065647	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Innsbrucker Ring (im U-Bahnhof)"""					48.1204278	11.6194469	1065648	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Rampe) - integriertes Behinderten-WC	"Öffentliche Toilette ""Innsbrucker Ring (im U-Bahnhof)"""	"Öffentliche Toilette ""Innsbrucker Ring (im U-Bahnhof)"""	mit integriertem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Petuelpark (im Cafehaus)	Klopstockstr.	10	80804	München	48.1774701	11.5794514	 		während der Öffnungszeiten des Cafe`s		"Öffentliche Toilette ""Petuelpark"""	"Öffentliche Toilette ""Petuelpark"""	mit Behinderten-WC		gebührenfrei	Privater Betreiber	FALSE	FALSE
1065651	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Josephsplatz (im U-Bahnhof)"""					48.1549107	11.5666532	1065652	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Behinderten-WC nicht barrierefrei zugänglich	"Öffentliche Toilette ""Josephsplatz (im U-Bahnhof)"""	"Öffentliche Toilette ""Josephsplatz (im U-Bahnhof)"""	mit Behinderten-WC, nicht barrierefrei zugänglich		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065653	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Karl-Preis-Platz (im U-Bahnhof)"""					48.1178085	11.6080499	1065654	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Behinderten-WC nicht barrierefrei zugänglich	"Öffentliche Toilette ""Karl-Preis-Platz (im U-Bahnhof)"""	"Öffentliche Toilette ""Karl-Preis-Platz (im U-Bahnhof)"""	mit Behinderten-WC, nicht barrierefrei zugänglich		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Fasaneriesee nordwestlich	Feldmochinger Str.	255	80995	München	48.2063437	11.5281174	 		Täglich, 00.00-24.00 Uhr		"Öffentliche Toilette ""Fasaneriesee"""	"Öffentliche Toilette ""Fasaneriesee"""			gebührenfrei	Landeshauptstadt München	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Fasaneriesee Parkplatz südwestlich	Feldmochinger Str.		80995	München	48.2025630	11.5258643			Täglich, 00.00-24.00 Uhr		"Öffentliche Toilette ""Fasaneriesee ""Parkplatz"""	"Öffentliche Toilette ""Fasaneriesee ""Parkplatz"""			gebührenfrei		FALSE	FALSE
1065659	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Kieferngarten (beim U-Bahnhof in P+R-Anlage)"""					48.2020450	11.6121307	1065660	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Kieferngarten (beim U-Bahnhof in P+R-Anlage)"""	"Öffentliche Toilette ""Kieferngarten (beim U-Bahnhof in P+R-Anlage)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065661	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Klinikum Großhadern (beim U-Bahnhof)"""					48.1084983	11.4724795	1065662	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Klinikum Großhadern (beim U-Bahnhof)"""	"Öffentliche Toilette ""Klinikum Großhadern (beim U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065663	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Kolumbusplatz (im U-Bahnhof)"""					48.1194512	11.5767156	1065664	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Behinderten-WC nicht barrierefrei zugänglich	"Öffentliche Toilette ""Kolumbusplatz (im U-Bahnhof)"""	"Öffentliche Toilette ""Kolumbusplatz (im U-Bahnhof)"""	mit Behinderten-WC, nicht barrierefrei zugänglich		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Feldmochinger See	Karlsfelder Str.	80	80995	München	48.2168727	11.5147072	 		Täglich, 00.00-24.00 Uhr		"Öffentliche Toilette ""Feldmochinger See"""	"Öffentliche Toilette ""Feldmochinger See"""			gebührenfrei	Landeshauptstadt München	FALSE	FALSE
1065667	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Kurfürstenplatz 6b"""	Kurfürstenplatz	6b			48.1599871	11.5750117	1065668	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Kurfürstenplatz 6b"""	"Öffentliche Toilette ""Kurfürstenplatz 6b"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065669	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Laimer Platz (im U-Bahnhof)"""					48.1354683	11.5024739	1065670	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Laimer Platz (im U-Bahnhof)"""	"Öffentliche Toilette ""Laimer Platz (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065671	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Lehel (im U-Bahnhof)"""					48.1394948	11.5883618	1065672	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - integriertes Behinderten-WC	"Öffentliche Toilette ""Lehel (im U-Bahnhof)"""	"Öffentliche Toilette ""Lehel (im U-Bahnhof)"""	mit integriertem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065673	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Mangfallplatz"""					48.0969197	11.5783637	1065674	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Mangfallplatz"""	"Öffentliche Toilette ""Mangfallplatz"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065675	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Marienplatz (im S- u. U-Bahnhof)"""					48.1368700	11.5763174	1065676	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	"Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC ""Standard Stiftung Leben pur"""	"Öffentliche Toilette ""Marienplatz (im S- u. U-Bahnhof)"""	"Öffentliche Toilette ""Marienplatz (im S- u. U-Bahnhof)"""	mit separatem Behinderten-WC 	"""Standard Stiftung Leben pur"""	gebührenpflichtig	Münchner Toiletten GmbH	FALSE	TRUE
1065677	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Marienplatz Neues Rathaus (im Prunkhof)"""					48.1378478	11.5756510	1065678	info@muenchner-toiletten.de	Mo-Fr 08:00-21:00, Sa 09:00-20:00, So 10:00-20:00, Feiertags 10:00-20:00	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Marienplatz Neues Rathaus (im Prunkhof)"""	"Öffentliche Toilette ""Marienplatz Neues Rathaus (im Prunkhof)"""	mit separatem Behinderten-WC		gebührenpflichtig	Münchner Toiletten GmbH	FALSE	TRUE
1065679	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Max-Weber-Platz (im U-Bahnhof)"""					48.1355999	11.5983218	1065680	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - integriertes Behinderten-WC	"Öffentliche Toilette ""Max-Weber-Platz (im U-Bahnhof)"""	"Öffentliche Toilette ""Max-Weber-Platz (im U-Bahnhof)"""	mit integriertem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065681	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Messestadt Ost (im U-Bahnhof)"""					48.1334122	11.7045287	1065682	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Messestadt Ost (im U-Bahnhof)"""	"Öffentliche Toilette ""Messestadt Ost (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065683	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Messestadt West (im U-Bahnhof)"""					48.1333787	11.6917254	1065684	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Messestadt West (im U-Bahnhof)"""	"Öffentliche Toilette ""Messestadt West (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065685	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Milbertshofen (im U-Bahnhof)"""					48.1800712	11.5730978	1065686	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Milbertshofen (im U-Bahnhof)"""	"Öffentliche Toilette ""Milbertshofen (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065687	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Münchner Freiheit (im U-Bahnhof)"""					48.1623753	11.5862434	1065688	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Rampe und Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Münchner Freiheit (im U-Bahnhof)"""	"Öffentliche Toilette ""Münchner Freiheit (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenpflichtig	Münchner Toiletten GmbH	FALSE	TRUE
1065689	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Neuperlach Süd (im S- u. U-Bahnhof)"""					48.0895610	11.6443333	1065690	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Neuperlach Süd (im S- u. U-Bahnhof)"""	"Öffentliche Toilette ""Neuperlach Süd (im S- u. U-Bahnhof)"""			gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065691	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Obersendling (im U-Bahnhof)"""					48.0982318	11.5360483	1065692	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Rampe) - separates Behinderten-WC	"Öffentliche Toilette ""Obersendling (im U-Bahnhof)"""	"Öffentliche Toilette ""Obersendling (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065693	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Odeonsplatz 19"""	Odeonsplatz	19			48.1426152	11.5783530	1065694	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Odeonsplatz 19"""	"Öffentliche Toilette ""Odeonsplatz 19"""			gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065695	Landeshauptstadt München	Baureferat	Olympiaberg	Martin-Luther-King-Weg				48.1709540	11.5546599	1065696		während der Öffnungszeiten des Kiosk		"Öffentliche Toilette ""Olympiaberg"""	"Öffentliche Toilette ""Olympiaberg"""			gebührenfrei	Privater Betreiber	FALSE	FALSE
1065697	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Olympia-Einkaufszentrum (im U-Bahnhof)"""					48.1821243	11.5299137	1065698	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Olympia-Einkaufszentrum (im U-Bahnhof)"""	"Öffentliche Toilette ""Olympia-Einkaufszentrum (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065705	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Olympiazentrum (im U-Bahnhof)"""					48.1787030	11.5561393	1065706	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Olympiazentrum (im U-Bahnhof)"""	"Öffentliche Toilette ""Olympiazentrum (im U-Bahnhof)"""			gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065713	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Prinzregentenplatz (im U-Bahnhof)"""					48.1389294	11.6067205	1065714	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC am Bahnsteig	"Öffentliche Toilette ""Prinzregentenplatz (im U-Bahnhof)"""	"Öffentliche Toilette ""Prinzregentenplatz (im U-Bahnhof)"""	mit separatem Behinderten-WC am Bahnsteig		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065715	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Richard-Strauss-Straße (im U-Bahnhof)"""					48.1488663	11.6171540	1065716	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Richard-Strauss-Straße (im U-Bahnhof)"""	"Öffentliche Toilette ""Richard-Strauss-Straße (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065719	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Rotkreuzplatz (im U-Bahnhof)"""					48.1544028	11.5333654	1065720	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	separates Behinderten-WC andere Bahnsteigseite (Aufzug)	"Öffentliche Toilette ""Rotkreuzplatz (im U-Bahnhof)"""	"Öffentliche Toilette ""Rotkreuzplatz (im U-Bahnhof)"""	mit separatem Behinderten-WC an der andern Bahnsteigseite (Aufzug)		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065721	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Schleißheimer Straße 276a (beim U-Bahnhof Petuelring)"""	Schleißheimer Straße	276a			48.1756435	11.5675006	1065722	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Schleißheimer Straße 276a (beim U-Bahnhof Petuelring)"""	"Öffentliche Toilette ""Schleißheimer Straße 276a (beim U-Bahnhof Petuelring)"""	mit Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065723	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Sendlinger-Tor-Platz (beim U-Bahnhof)"""					48.1341125	11.5675803	1065724	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - integriertes Behinderten-WC im Damen-WC	"Öffentliche Toilette ""Sendlinger-Tor-Platz (beim U-Bahnhof)"""	"Öffentliche Toilette ""Sendlinger-Tor-Platz (beim U-Bahnhof)"""	mit integriertem Behinderten-WC im Damen-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065725	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Silberhornstraße (im U-Bahnhof)"""					48.1149498	11.5803384	1065726	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - integriertes Behinderten-WC	"Öffentliche Toilette ""Silberhornstraße (im U-Bahnhof)"""	"Öffentliche Toilette ""Silberhornstraße (im U-Bahnhof)"""	mit integriertem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065729	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Studentenstadt (beim U-Bahnhof - Parkplatz)"""					48.1843139	11.6079205	1065730	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Studentenstadt (beim U-Bahnhof - Parkplatz)"""	"Öffentliche Toilette ""Studentenstadt (beim U-Bahnhof - Parkplatz)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065731	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Thalkirchen (im U-Bahnhof)"""					48.1022827	11.5460283	1065732	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Thalkirchen (im U-Bahnhof)"""	"Öffentliche Toilette ""Thalkirchen (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065733	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Theresienwiese (beim U-Bahnhof)"""					48.1350311	11.5514770	1065734	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - separates Behinderten-WC	"Öffentliche Toilette ""Theresienwiese (beim U-Bahnhof)"""	"Öffentliche Toilette ""Theresienwiese (beim U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065735	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Trudering (im S- u. U-Bahnhof)"""					48.1255451	11.6627303	1065736	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Trudering (im S- u. U-Bahnhof)"""	"Öffentliche Toilette ""Trudering (im S- u. U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065737	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Universität (im U-Bahnhof)"""					48.1509004	11.5814435	1065738	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr		"Öffentliche Toilette ""Universität (im U-Bahnhof)"""	"Öffentliche Toilette ""Universität (im U-Bahnhof)"""			gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065739	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Waldfriedhofstraße 200"""	Waldfriedhofstraße	200			48.1124111	11.5029245	1065740	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich - Behinderten-WC	"Öffentliche Toilette ""Waldfriedhofstraße 200"""	"Öffentliche Toilette ""Waldfriedhofstraße 200"""	mit Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Flaucher (Gastronomie)	Isarauen	8	81379	München	48.1087763	11.5576815	 		ganzjährig		"Öffentliche Toilette ""Flaucher (Gastronomie)“"	"Öffentliche Toilette ""Flaucher (Gastronomie)“"	 		unbekannt	Privater Betreiber	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Riemer Park	Astrid-Lindgren-Str. 	63	81829	München	48.1288273	11.7096488	 		April bis November		"Öffentliche Toilette ""Riemer Park“   "	"Öffentliche Toilette ""Riemer Park“   "	mit Behinderten-WC		gebührenfrei	Privater Betreiber	FALSE	FALSE
 	Landeshauptstadt München	Baureferat	Ostpark	Feichtstraße 	10	81735	München	48.1155044	11.6384348	 		während der Öffnungszeiten der Gastronomie		"Öffentliche Toilette ""Ostpark“"	"Öffentliche Toilette ""Ostpark“"	mit Behinderten-WC		gebührenfrei	Privater Betreiber	FALSE	FALSE
1065757	Landeshauptstadt München	Baureferat	Westpark am Jackl	Gilmstraße			München	48.1220462	11.5078418	1065758		2. Mai bis Oktober		"Öffentliche Toilette ""WC am Jackl (Westpark Westteil)"""	"Öffentliche Toilette ""WC am Jackl (Westpark Westteil)"""	mit Behinderten-WC		gebührenpflichtig	Landeshauptstadt München	FALSE	FALSE
1065775	Landeshauptstadt München	Baureferat	Westpark/Seebühne/Westteil/Publikum	Sendling Westpark		81373	München	48.1229575	11.5278741	1065776		nur bei Veranstaltungen		"Öffentliche Toilette ""Westpark Seebühne"""	"Öffentliche Toilette ""Westpark Seebühne"""	mit Behinderten-WC		gebührenfrei	Landeshauptstadt München	FALSE	FALSE
1065763	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Westendstraße (im U-Bahnhof)"""					48.1348399	11.5218403	1065764	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - integriertes Behinderten-WC	"Öffentliche Toilette ""Westendstraße (im U-Bahnhof)"""	"Öffentliche Toilette ""Westendstraße (im U-Bahnhof)"""	mit integriertem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065765	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Westfriedhof (im U-Bahnhof)"""					48.1695923	11.5288718	1065766	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Westfriedhof (im U-Bahnhof)"""	"Öffentliche Toilette ""Westfriedhof (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065767	Landeshauptstadt München	MTG	"Öffentliche Toilette ""Wettersteinplatz (im U-Bahnhof)"""					48.1084634	11.5748586	1065768	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""Wettersteinplatz (im U-Bahnhof)"""	"Öffentliche Toilette ""Wettersteinplatz (im U-Bahnhof)"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
1065771	Landeshauptstadt München	MTG	"Öffentliche Toilette ""U-Bahnhof Moosach"""					48.1806274	11.5074703	1065772	info@muenchner-toiletten.de	Täglich, 06.00-24.00 Uhr	Barrierefrei zugänglich (Aufzug) - separates Behinderten-WC	"Öffentliche Toilette ""U-Bahnhof Moosach"""	"Öffentliche Toilette ""U-Bahnhof Moosach"""	mit separatem Behinderten-WC		gebührenfrei	Münchner Toiletten GmbH	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Westpark/Wasserspielplatz	Heiterwanger Str.	34	81373	München	48.1232270	11.5277127			Mai bis Oktober		"Öffentliche Toilette ""Westpark Wasserspielplatz"""	"Öffentliche Toilette ""Westpark Wasserspielplatz"""	 		gebührenfrei	Landeshauptstadt München	FALSE	FALSE
1076785	Landeshauptstadt München	Referat für Gesundheit und Umwelt	Ostfriedhof	St.-Martins-Platz	1	81541	München	48.1181528	11.5880331	10176188	ostfriedhof@muenchen.de	während der Öffnungszeiten des Friedhofs		"Öffentliche Toilette ""Ostfriedhof"""	"Öffentliche Toilette ""Ostfriedhof"""			gebührenfrei	Landeshauptstadt München	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Langwieder See südwestlich			81249	Langwied	48.1931025	11.4165712			Mai bis Oktober		"Öffentliche Toilette ""Langwieder See südwestlich"""	"Öffentliche Toilette ""Langwieder See südwestlich"""			gebührenfrei	Konzessionsnehmer	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Lusssee Imbiss am Parkplatz	Kreuzkapellenstraße	89	81249	Langwied	48.2002013	11.4145106			Mai bis Oktober		"Öffentliche Toilette ""Lusssee Imbiss am Parkplatz"""	"Öffentliche Toilette ""Lusssee Imbiss am Parkplatz"""			gebührenfrei	Konzessionsnehmer	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Lusssee nordöstlich			81249	Langwied	48.2006134	11.4208298			Mai bis Oktober		"Öffentliche Toilette ""Lusssee nordöstlich"""	"Öffentliche Toilette ""Lusssee nordöstlich"""			gebührenfrei	Konzessionsnehmer	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Birkensee südl. Moospfarrerweg	Moospfarrerweg	10	85232	Bergkirchen	48.2022820	11.4151999			Mai bis Oktober		"Öffentliche Toilette ""Birkensee südl. Moospfarrerweg"""	"Öffentliche Toilette ""Birkensee südl. Moospfarrerweg"""			gebührenfrei	Konzessionsnehmer	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Birkensee südöstlich	Moospfarrerweg		85232	Bergkirchen	48.2027093	11.4192232			Mai bis Oktober		"Öffentliche Toilette ""Birkensee südöstlich"""	"Öffentliche Toilette ""Birkensee südöstlich"""			gebührenfrei	Konzessionsnehmer	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Orleansplatz	Orleansplatz		81667	München	48.1279933	11.6029121			Täglich, 00.00-24.00 Uhr		"Öffentliche Toilette ""Orleansplatz"""	"Öffentliche Toilette ""Orleansplatz"""			gebührenpflichtig	Privater Betreiber	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Luitpoldpark westl. (Höhe Brunner Str)			80804	München	48.1709652	11.5676788			Täglich, 00.00-24.00 Uhr		"Öffentliche Toilette ""Luitpoldpark west"""	"Öffentliche Toilette ""Luitpoldpark west"""			gebührenpflichtig	Privater Betreiber	FALSE	FALSE
	Landeshauptstadt München	Baureferat	Luitpoldpark östl. (Höhe Scheidplatz)			80804	München	48.1707104	11.5726107			Mai – Oktober	 	"Öffentliche Toilette ""Luitpoldpark ost"""	"Öffentliche Toilette ""Luitpoldpark ost"""			gebührenfrei	Landeshauptstadt München	FALSE	FALSE
